veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_modelo,veiculo_fabricante,veiculo_patio_uf_localizacao
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2021/e938e594-4aad-11ef-9ceb-02420a000023,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977053329_b5fb2f3f-48e2-41e6-8916-3f14063176f0_pequena_leilo.webp,PA,2020,76.595,29000.00,Leilão ao vivo em: 12h11m9s,10/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,48960.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
CHEVROLET/AGILE LTZ (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/agile-ltz-(2p%2F4p)/ano.2013/906480c9-4a97-11ef-9ceb-02420a000023,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976693507_def32c8b-eee2-4f1c-8595-3f62c6d891c0_pequena_leilo.webp,PA,2012,150.231,14000.00,Leilão ao vivo em: 12h11m36s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,35630.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
VOLKSWAGEN/PASSAT FSI (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/passat-fsi-(4p)/ano.2006/b59a1321-f5fd-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895532367_a441e265-91a5-42a8-b1f7-b1be9cafe95f_pequena_leilo.webp,PA,2006,215.413,13000.00,Leilão ao vivo em: 12h12m3s,10/07/2025,Gasolina,Preta,Sim,Recuperado de Financiamento,Carros,30165.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2021/c43a58dc-3bf6-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976998549_e3f19546-b068-46dd-adbb-07db588a417c_pequena_leilo.webp,PA,2020,69.678,22000.00,Leilão ao vivo em: 12h12m31s,10/07/2025,Flex,Cinza,Não,Recuperado de Financiamento,Carros,49222.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
FORD/ECOSPORT SE,https://leilo.com.br/leilao/benevides-para/carros/ford/ecosport-se/ano.2019/850d5286-2529-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976873375_a9a20444-fadc-4095-b8ed-d7757ac54c0b_pequena_leilo.webp,PA,2018,82.569 km,34000.00,Leilão ao vivo em: 12h12m58s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/8d291683-e968-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894760878_4ce91b56-69eb-498d-8f79-f61feb6152e2_pequena_leilo.webp,AM,2021,246.522,21000.00,Leilão ao vivo em: 12h13m55s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46786.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
CHEVROLET/ONIX LT 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-lt-1.0-(2p%2F4p)/ano.2013/e7f3667b-3195-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895777333_b13f1503-2909-4f56-9e54-7fbee7706608_pequena_leilo.webp,AM,2013,187.606,18000.00,Leilão ao vivo em: 12h14m22s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,40358.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
FIAT/UNO VIVACE 1.0 (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-vivace-1.0-(2p%2F4p)/ano.2013/aa010c85-3b3b-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895920389_863993a8-801b-4a48-b487-3477c6d6f7b4_pequena_leilo.webp,PA,2013,272.625,13000.00,Leilão ao vivo em: 12h14m49s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,30025.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
NISSAN/LIVINA,https://leilo.com.br/leilao/benevides-para/carros/nissan/livina/ano.2014/49a68e5e-2215-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894852784_04baca98-f1f1-4f5e-b0bf-f773f3191dcf_pequena_leilo.webp,PA,2013,193.866,16000.00,Leilão ao vivo em: 12h15m16s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,37408.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
FIAT/SIENA ESSENCE 1.6 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/siena-essence-1.6-(4p)/ano.2013/8fe5d892-1634-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894885097_da246d25-8e46-45ca-a46c-b6c455e03e2e_pequena_leilo.webp,AM,2012,143.494,16000.00,Leilão ao vivo em: 12h15m43s,10/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,33321.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
FORD/KA SE PLUS C,https://leilo.com.br/leilao/benevides-para/carros/ford/ka-se-plus-c/ano.2020/099d3dcf-04cc-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894880701_4df841ee-8298-497d-b33d-03c479e1b697_pequena_leilo.webp,PA,2019,131.148,26000.00,Leilão ao vivo em: 12h15m58s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,52779.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
CHEVROLET/COBALT M LTZ (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/cobalt-m-ltz-(4p)/ano.2019/3e8669f9-e580-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894912957_fe9f94c4-cca8-4235-afde-c19c2dd38501_pequena_leilo.webp,AM,2018,371.844,20000.00,Leilão ao vivo em: 12h16m25s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,59090.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
VOLKSWAGEN/POLO,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/polo/ano.2019/4c8d12b8-3a78-11f0-9677-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977054878_19dc8598-51a0-4d9d-81d6-f390a8a39eff_pequena_leilo.webp,PA,2019,146.843,33200.00,Leilão ao vivo em: 12h17m22s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,63850.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
VOLKSWAGEN/GOL MC5 (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mc5-(4p%2F2p)/ano.2019/8ad8f7e4-4dda-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977022483_bd5cf17f-c680-4c6b-8530-beca455e0813_pequena_leilo.webp,PA,2018,205.458 km,23900.00,Leilão ao vivo em: 12h17m48s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2012/338733ad-7f34-11ef-a1ff-02420a0000dd,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894942768_a517b381-15c6-4443-aff9-aba8255f480c_pequena_leilo.webp,AM,2011,342.188,9000.00,Leilão ao vivo em: 12h18m15s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,27787.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
CHEVROLET/PRISMA MAXX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/prisma-maxx-(4p)/ano.2011/6496376d-4b55-11ee-a229-02420a0000d3,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894974717_477bd6b2-2719-402c-b56b-12d26f642add_pequena_leilo.webp,AM,2010,98.713,14900.00,Leilão ao vivo em: 12h18m42s,10/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,28091.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
RENAULT/SANDERO EXPRESSION 1.0 16V (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-1.0-16v-(4p)/ano.2009/1237d356-dd6d-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896044656_36316fb5-f4c7-47e9-94f8-9488f4898b36_pequena_leilo.webp,PA,2008,233.851,8000.00,Leilão ao vivo em: 12h19m38s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,24259.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
VOLKSWAGEN/NOVO GOL TRENDLINE MBV (4P/2P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/novo-gol-trendline-mbv-(4p%2F2p)/ano.2018/23ea5ae3-cdc0-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894286946_72830aa7-7981-4388-9f35-41e94c59bdd6_pequena_leilo.webp,AM,2017,89.101,22000.00,Leilão ao vivo em: 12h20m5s,10/07/2025,Flex,Cinza,Sim,-,Carros,45067.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2017/c2a9aa6d-4e03-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976752803_15d1228b-5951-449c-bb78-9cf980fbb811_pequena_leilo.webp,AM,2016,86.325,19000.00,Leilão ao vivo em: 12h20m33s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,39063.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
KIA/SPORTAGE EX2 G2,https://leilo.com.br/leilao/manaus-amazonas/carros/kia/sportage-ex2-g2/ano.2010/1c5a8fde-f389-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894312756_8ae7fbfa-7c3b-4646-a3c9-32df35b19734_pequena_leilo.webp,AM,2009,239.506,14200.00,Leilão ao vivo em: 12h20m60s,10/07/2025,Gasolina,Preta,Sim,Recuperado de Financiamento,Carros,39592.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
RENAULT/LOGAN EXPRESSION 1016V (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-1016v-(4p)/ano.2010/6d07ca79-3718-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894346773_efa45d06-6bc2-4ab2-96e2-8e3294429cd3_pequena_leilo.webp,AM,2009,287.954,7000.00,Leilão ao vivo em: 12h21m27s,10/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,20138.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
VOLKSWAGEN/UP CROSS MC (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/up-cross-mc-(4p)/ano.2017/63e5a8ec-21ea-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894343410_e2c5d407-67a1-4ff8-9456-536080ae0a4b_pequena_leilo.webp,PA,2016,N/A,31300.00,Leilão ao vivo em: 12h21m52s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,55018.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
HYUNDAI/HB20 COMFORTLINE (4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-comfortline-(4p)/ano.2017/f02015ec-3bbb-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751977023928_343fb914-ef56-4e5f-b053-acead6881ad5_pequena_leilo.webp,PA,2017,83.079,26400.00,Leilão ao vivo em: 12h22m19s,10/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,53854.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
CHEVROLET/COBALT LTZ (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/cobalt-ltz-(4p)/ano.2012/812d59d2-4ab1-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894373899_0c631200-01d0-42d5-b822-c2beea503662_pequena_leilo.webp,AM,2012,N/A,14000.00,Leilão ao vivo em: 12h22m44s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,35671.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
VOLKSWAGEN/GOL 1.0 GIV (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-giv-(2p%2F4p)/ano.2012/39a09616-8cc7-11ef-a6ca-02420a000013,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976995019_295ea96b-7e8e-493d-bf36-f18bbdd739aa_pequena_leilo.webp,AM,2012,120.154,8000.00,Leilão ao vivo em: 12h23m12s,10/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,22420.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
CHEVROLET/ONIX LT 1.4 MECANICO (4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2016/47c0ad45-097f-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895171221_d8ca84bc-b767-4912-8da6-eea61bcd3397_pequena_leilo.webp,PA,2016,103.163,25000.00,Leilão ao vivo em: 12h24m9s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,50222.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-comfort-(4p)/ano.2015/40520ce6-27fa-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895191559_e4b3f016-f998-44f8-ad2a-592e39a0cde8_pequena_leilo.webp,PA,2014,93.079,23600.00,Leilão ao vivo em: 12h25m35s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,42799.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
RENAULT/SANDERO EXPRESSION (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-(2p%2F4p)/ano.2015/4ce6949b-2524-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895269311_17c25b96-c62d-4e98-8356-62c6c87db74e_pequena_leilo.webp,PA,2014,197.204,15000.00,Leilão ao vivo em: 12h26m1s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,33420.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2008/31d67d48-4acd-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894463547_38664cc7-d838-4f13-9c65-f936ca152854_pequena_leilo.webp,AM,2007,120.629,9000.00,Leilão ao vivo em: 12h26m26s,10/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,19610.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
VOLKSWAGEN/SPACEFOX COMFORTLINE,https://leilo.com.br/leilao/benevides-para/carros/volkswagen/spacefox-comfortline/ano.2008/8f1e7579-4b6e-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976993285_9e04a560-ac87-41d4-8e30-dd5bce64f37b_pequena_leilo.webp,PA,2007,287.088,14000.00,Leilão ao vivo em: 12h26m53s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,28396.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
HONDA/CITY EX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/honda/city-ex-(4p)/ano.2015/f0f91a27-2795-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894497952_9be802e5-e336-4f6c-82e7-78ae5bdb46a5_pequena_leilo.webp,AM,2014,118.342,29400.00,Leilão ao vivo em: 12h27m20s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,65440.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
VOLKSWAGEN/FOX GII 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/fox-gii-1.0-(2p%2F4p)/ano.2011/7d1c07a2-2f4e-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976810990_3c461840-b032-40d1-b5c0-9410298c6a83_pequena_leilo.webp,AM,2010,170.017,15800.00,Leilão ao vivo em: 12h27m47s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,28616.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2011/c46f96c4-efb0-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/9/1752066722988_2bd72a1b-a55b-4ac1-b605-d8967d1588ae_pequena_leilo.webp,PA,2010,N/A,11000.00,Leilão ao vivo em: 12h28m42s,10/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,26612.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
NISSAN/MARCH SV (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/nissan/march-sv-(4p)/ano.2015/e74727df-3d86-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894553259_26dc266d-2d91-4030-a454-edab2b3b5379_pequena_leilo.webp,AM,2014,300.382,17000.00,Leilão ao vivo em: 12h29m9s,10/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,42761.00,N/A,N/A,PATIO MANAUS (MANAUS/AM)
PEUGEOT/207 PASSION ACTIVE (4P),https://leilo.com.br/leilao/benevides-para/carros/peugeot/207-passion-active-(4p)/ano.2014/ca6326f6-492d-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751976844192_178885ee-e228-4268-8dc8-3d083f610eda_pequena_leilo.webp,PA,2013,107.485,10000.00,Leilão ao vivo em: 12h30m6s,10/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,25502.00,N/A,N/A,BENEVIDES-PA (BENEVIDES/PA)
